algorithm,scenario,service,users,column,start_time,end_time,avg_cpu_usage,avg_memory_usage,execution_time
lof,scenario_A,orders,1000,user-db_energy,2024-08-16 11:18:34.782974,2024-08-16 11:18:35.881508,3.1,508.28125,0 days 00:00:01.098534
svm,scenario_A,orders,1000,user-db_energy,2024-08-16 11:18:36.046273,2024-08-16 11:18:37.495720,0.0,508.046875,0 days 00:00:01.449447
BIRCH,scenario_B,front-end,100,carts_energy,2024-08-16 11:18:38.199449,2024-08-16 11:18:39.225586,0.0,504.328125,0 days 00:00:01.026137
iforest,scenario_B,front-end,100,carts_energy,2024-08-16 11:18:39.591917,2024-08-16 11:18:40.712870,0.0,505.49609375,0 days 00:00:01.120953
knn,scenario_B,front-end,100,carts_energy,2024-08-16 11:18:40.909497,2024-08-16 11:18:42.225832,0.0,505.046875,0 days 00:00:01.316335
lof,scenario_B,front-end,100,carts_energy,2024-08-16 11:18:42.426149,2024-08-16 11:18:43.515197,0.0,506.4453125,0 days 00:00:01.089048
svm,scenario_B,front-end,100,carts_energy,2024-08-16 11:18:43.677579,2024-08-16 11:18:45.276787,0.0,507.57421875,0 days 00:00:01.599208
BIRCH,scenario_B,front-end,100,carts-db_energy,2024-08-16 11:18:45.278794,2024-08-16 11:18:46.334759,1.6,507.57421875,0 days 00:00:01.055965
iforest,scenario_B,front-end,100,carts-db_energy,2024-08-16 11:18:46.621395,2024-08-16 11:18:47.720040,0.0,509.109375,0 days 00:00:01.098645
knn,scenario_B,front-end,100,carts-db_energy,2024-08-16 11:18:48.008520,2024-08-16 11:18:49.172169,0.0,507.6328125,0 days 00:00:01.163649
lof,scenario_B,front-end,100,carts-db_energy,2024-08-16 11:18:49.520576,2024-08-16 11:18:50.604336,0.0,507.9140625,0 days 00:00:01.083760
svm,scenario_B,front-end,100,carts-db_energy,2024-08-16 11:18:50.788110,2024-08-16 11:18:52.288955,0.0,507.6328125,0 days 00:00:01.500845
BIRCH,scenario_B,front-end,100,catalogue_energy,2024-08-16 11:18:52.291957,2024-08-16 11:18:53.319629,0.0,507.6328125,0 days 00:00:01.027672
iforest,scenario_B,front-end,100,catalogue_energy,2024-08-16 11:18:53.599029,2024-08-16 11:18:54.717745,0.0,508.76171875,0 days 00:00:01.118716
knn,scenario_B,front-end,100,catalogue_energy,2024-08-16 11:18:55.040717,2024-08-16 11:18:56.214819,0.0,507.5234375,0 days 00:00:01.174102
lof,scenario_B,front-end,100,catalogue_energy,2024-08-16 11:18:56.598493,2024-08-16 11:18:57.672901,0.0,507.8046875,0 days 00:00:01.074408
svm,scenario_B,front-end,100,catalogue_energy,2024-08-16 11:18:57.944661,2024-08-16 11:18:59.244974,0.0,507.5234375,0 days 00:00:01.300313
BIRCH,scenario_B,front-end,100,catalogue-db_energy,2024-08-16 11:18:59.244974,2024-08-16 11:19:00.360953,0.0,507.5234375,0 days 00:00:01.115979
iforest,scenario_B,front-end,100,catalogue-db_energy,2024-08-16 11:19:00.634031,2024-08-16 11:19:01.727311,0.0,509.2265625,0 days 00:00:01.093280
knn,scenario_B,front-end,100,catalogue-db_energy,2024-08-16 11:19:01.889042,2024-08-16 11:19:03.156658,0.0,507.578125,0 days 00:00:01.267616
lof,scenario_B,front-end,100,catalogue-db_energy,2024-08-16 11:19:03.407760,2024-08-16 11:19:04.485199,1.6,507.859375,0 days 00:00:01.077439
svm,scenario_B,front-end,100,catalogue-db_energy,2024-08-16 11:19:04.878503,2024-08-16 11:19:06.258961,0.0,507.578125,0 days 00:00:01.380458
BIRCH,scenario_B,front-end,100,front-end_energy,2024-08-16 11:19:06.258961,2024-08-16 11:19:07.285732,0.0,507.578125,0 days 00:00:01.026771
iforest,scenario_B,front-end,100,front-end_energy,2024-08-16 11:19:07.486571,2024-08-16 11:19:08.589792,0.0,508.53125,0 days 00:00:01.103221
knn,scenario_B,front-end,100,front-end_energy,2024-08-16 11:19:08.784004,2024-08-16 11:19:10.093366,0.0,507.41015625,0 days 00:00:01.309362
lof,scenario_B,front-end,100,front-end_energy,2024-08-16 11:19:10.334345,2024-08-16 11:19:11.420118,0.0,507.69140625,0 days 00:00:01.085773
svm,scenario_B,front-end,100,front-end_energy,2024-08-16 11:19:11.789387,2024-08-16 11:19:13.237128,0.0,507.41015625,0 days 00:00:01.447741
BIRCH,scenario_B,front-end,100,orders_energy,2024-08-16 11:19:13.237128,2024-08-16 11:19:14.278831,0.0,507.41015625,0 days 00:00:01.041703
iforest,scenario_B,front-end,100,orders_energy,2024-08-16 11:19:14.641200,2024-08-16 11:19:15.803330,3.1,508.796875,0 days 00:00:01.162130
knn,scenario_B,front-end,100,orders_energy,2024-08-16 11:19:16.243209,2024-08-16 11:19:17.459632,0.0,507.09375,0 days 00:00:01.216423
lof,scenario_B,front-end,100,orders_energy,2024-08-16 11:19:17.947190,2024-08-16 11:19:19.040138,0.0,507.375,0 days 00:00:01.092948
svm,scenario_B,front-end,100,orders_energy,2024-08-16 11:19:19.268453,2024-08-16 11:19:20.641584,0.0,507.09375,0 days 00:00:01.373131
BIRCH,scenario_B,front-end,100,orders-db_energy,2024-08-16 11:19:20.643590,2024-08-16 11:19:21.673231,0.0,507.09375,0 days 00:00:01.029641
iforest,scenario_B,front-end,100,orders-db_energy,2024-08-16 11:19:21.938855,2024-08-16 11:19:23.051106,0.0,508.484375,0 days 00:00:01.112251
knn,scenario_B,front-end,100,orders-db_energy,2024-08-16 11:19:23.355136,2024-08-16 11:19:24.547004,0.0,507.0390625,0 days 00:00:01.191868
lof,scenario_B,front-end,100,orders-db_energy,2024-08-16 11:19:24.734426,2024-08-16 11:19:25.819663,0.0,507.3203125,0 days 00:00:01.085237
svm,scenario_B,front-end,100,orders-db_energy,2024-08-16 11:19:26.136966,2024-08-16 11:19:27.486536,1.5,507.0390625,0 days 00:00:01.349570
BIRCH,scenario_B,front-end,100,payment_energy,2024-08-16 11:19:27.486536,2024-08-16 11:19:28.531207,0.0,507.0546875,0 days 00:00:01.044671
iforest,scenario_B,front-end,100,payment_energy,2024-08-16 11:19:28.767574,2024-08-16 11:19:29.899132,0.0,508.55859375,0 days 00:00:01.131558
knn,scenario_B,front-end,100,payment_energy,2024-08-16 11:19:30.083307,2024-08-16 11:19:31.257578,0.0,507.6875,0 days 00:00:01.174271
lof,scenario_B,front-end,100,payment_energy,2024-08-16 11:19:31.427771,2024-08-16 11:19:32.519513,0.0,507.96875,0 days 00:00:01.091742
svm,scenario_B,front-end,100,payment_energy,2024-08-16 11:19:32.827880,2024-08-16 11:19:34.229840,0.0,507.6875,0 days 00:00:01.401960
BIRCH,scenario_B,front-end,100,queue-master_energy,2024-08-16 11:19:34.245460,2024-08-16 11:19:35.257768,0.0,507.6875,0 days 00:00:01.012308
iforest,scenario_B,front-end,100,queue-master_energy,2024-08-16 11:19:35.504473,2024-08-16 11:19:36.605400,0.0,508.7421875,0 days 00:00:01.100927
knn,scenario_B,front-end,100,queue-master_energy,2024-08-16 11:19:36.929791,2024-08-16 11:19:38.107530,0.0,507.84765625,0 days 00:00:01.177739
lof,scenario_B,front-end,100,queue-master_energy,2024-08-16 11:19:38.307297,2024-08-16 11:19:39.444140,0.0,508.00390625,0 days 00:00:01.136843
svm,scenario_B,front-end,100,queue-master_energy,2024-08-16 11:19:39.720827,2024-08-16 11:19:41.111032,0.0,507.72265625,0 days 00:00:01.390205
BIRCH,scenario_B,front-end,100,rabbitmq_energy,2024-08-16 11:19:41.114135,2024-08-16 11:19:42.139329,0.0,507.72265625,0 days 00:00:01.025194
iforest,scenario_B,front-end,100,rabbitmq_energy,2024-08-16 11:19:42.370468,2024-08-16 11:19:43.488563,0.0,509.21875,0 days 00:00:01.118095
knn,scenario_B,front-end,100,rabbitmq_energy,2024-08-16 11:19:43.669303,2024-08-16 11:19:45.000293,0.0,507.74609375,0 days 00:00:01.330990
lof,scenario_B,front-end,100,rabbitmq_energy,2024-08-16 11:19:45.199600,2024-08-16 11:19:46.281373,0.0,507.77734375,0 days 00:00:01.081773
svm,scenario_B,front-end,100,rabbitmq_energy,2024-08-16 11:19:46.447629,2024-08-16 11:19:48.214571,0.0,507.49609375,0 days 00:00:01.766942
BIRCH,scenario_B,front-end,100,shipping_energy,2024-08-16 11:19:48.230195,2024-08-16 11:19:49.247568,0.0,507.49609375,0 days 00:00:01.017373
iforest,scenario_B,front-end,100,shipping_energy,2024-08-16 11:19:49.454824,2024-08-16 11:19:50.644452,0.0,508.34375,0 days 00:00:01.189628
knn,scenario_B,front-end,100,shipping_energy,2024-08-16 11:19:50.844338,2024-08-16 11:19:52.235117,0.0,507.40625,0 days 00:00:01.390779
lof,scenario_B,front-end,100,shipping_energy,2024-08-16 11:19:52.439585,2024-08-16 11:19:53.544894,0.0,507.6875,0 days 00:00:01.105309
svm,scenario_B,front-end,100,shipping_energy,2024-08-16 11:19:53.991987,2024-08-16 11:19:55.816911,0.0,507.40625,0 days 00:00:01.824924
BIRCH,scenario_B,front-end,100,user_energy,2024-08-16 11:19:55.819926,2024-08-16 11:19:56.856955,0.0,507.40625,0 days 00:00:01.037029
iforest,scenario_B,front-end,100,user_energy,2024-08-16 11:19:57.158350,2024-08-16 11:19:58.253576,1.6,509.21875,0 days 00:00:01.095226
knn,scenario_B,front-end,100,user_energy,2024-08-16 11:19:58.586361,2024-08-16 11:20:00.014062,0.0,507.71484375,0 days 00:00:01.427701
lof,scenario_B,front-end,100,user_energy,2024-08-16 11:20:00.304047,2024-08-16 11:20:01.407424,1.5,507.99609375,0 days 00:00:01.103377
svm,scenario_B,front-end,100,user_energy,2024-08-16 11:20:01.619146,2024-08-16 11:20:03.316543,0.0,507.7421875,0 days 00:00:01.697397
BIRCH,scenario_B,front-end,100,user-db_energy,2024-08-16 11:20:03.319535,2024-08-16 11:20:04.370495,0.0,507.7421875,0 days 00:00:01.050960
iforest,scenario_B,front-end,100,user-db_energy,2024-08-16 11:20:04.690473,2024-08-16 11:20:05.830578,0.0,509.203125,0 days 00:00:01.140105
knn,scenario_B,front-end,100,user-db_energy,2024-08-16 11:20:06.180392,2024-08-16 11:20:07.395913,1.5,507.5390625,0 days 00:00:01.215521
lof,scenario_B,front-end,100,user-db_energy,2024-08-16 11:20:07.636940,2024-08-16 11:20:08.713704,1.5,507.8203125,0 days 00:00:01.076764
svm,scenario_B,front-end,100,user-db_energy,2024-08-16 11:20:08.894020,2024-08-16 11:20:10.627733,0.0,507.5390625,0 days 00:00:01.733713
BIRCH,scenario_B,front-end,1000,carts_energy,2024-08-16 11:20:12.095111,2024-08-16 11:20:13.140067,0.0,504.18359375,0 days 00:00:01.044956
iforest,scenario_B,front-end,1000,carts_energy,2024-08-16 11:20:13.756672,2024-08-16 11:20:14.895513,0.0,504.44140625,0 days 00:00:01.138841
knn,scenario_B,front-end,1000,carts_energy,2024-08-16 11:20:15.096828,2024-08-16 11:20:16.375609,1.5,504.5234375,0 days 00:00:01.278781
lof,scenario_B,front-end,1000,carts_energy,2024-08-16 11:20:16.826457,2024-08-16 11:20:17.940094,0.0,505.90625,0 days 00:00:01.113637
svm,scenario_B,front-end,1000,carts_energy,2024-08-16 11:20:18.135178,2024-08-16 11:20:19.898444,0.0,506.984375,0 days 00:00:01.763266
BIRCH,scenario_B,front-end,1000,carts-db_energy,2024-08-16 11:20:19.903450,2024-08-16 11:20:20.930093,0.0,506.984375,0 days 00:00:01.026643
iforest,scenario_B,front-end,1000,carts-db_energy,2024-08-16 11:20:21.433047,2024-08-16 11:20:22.582909,0.0,508.25390625,0 days 00:00:01.149862
knn,scenario_B,front-end,1000,carts-db_energy,2024-08-16 11:20:22.885347,2024-08-16 11:20:24.154024,0.0,507.2890625,0 days 00:00:01.268677
lof,scenario_B,front-end,1000,carts-db_energy,2024-08-16 11:20:24.545620,2024-08-16 11:20:25.640560,0.0,507.41015625,0 days 00:00:01.094940
svm,scenario_B,front-end,1000,carts-db_energy,2024-08-16 11:20:25.862432,2024-08-16 11:20:27.612555,0.0,507.13671875,0 days 00:00:01.750123
BIRCH,scenario_B,front-end,1000,catalogue_energy,2024-08-16 11:20:27.612555,2024-08-16 11:20:28.654038,0.0,507.13671875,0 days 00:00:01.041483
iforest,scenario_B,front-end,1000,catalogue_energy,2024-08-16 11:20:29.062854,2024-08-16 11:20:30.244450,1.6,508.35546875,0 days 00:00:01.181596
knn,scenario_B,front-end,1000,catalogue_energy,2024-08-16 11:20:30.726211,2024-08-16 11:20:32.174450,0.0,507.41796875,0 days 00:00:01.448239
lof,scenario_B,front-end,1000,catalogue_energy,2024-08-16 11:20:32.606180,2024-08-16 11:20:33.695831,0.0,507.6953125,0 days 00:00:01.089651
svm,scenario_B,front-end,1000,catalogue_energy,2024-08-16 11:20:33.909548,2024-08-16 11:20:35.258781,0.0,507.41796875,0 days 00:00:01.349233
BIRCH,scenario_B,front-end,1000,catalogue-db_energy,2024-08-16 11:20:35.270132,2024-08-16 11:20:36.324977,0.0,507.41796875,0 days 00:00:01.054845
iforest,scenario_B,front-end,1000,catalogue-db_energy,2024-08-16 11:20:36.507671,2024-08-16 11:20:37.632807,0.0,508.6171875,0 days 00:00:01.125136
knn,scenario_B,front-end,1000,catalogue-db_energy,2024-08-16 11:20:37.837130,2024-08-16 11:20:39.238212,0.0,507.40234375,0 days 00:00:01.401082
lof,scenario_B,front-end,1000,catalogue-db_energy,2024-08-16 11:20:39.482765,2024-08-16 11:20:40.577928,0.0,507.6796875,0 days 00:00:01.095163
svm,scenario_B,front-end,1000,catalogue-db_energy,2024-08-16 11:20:40.743442,2024-08-16 11:20:42.167182,0.0,507.40625,0 days 00:00:01.423740
BIRCH,scenario_B,front-end,1000,front-end_energy,2024-08-16 11:20:42.167182,2024-08-16 11:20:43.260193,0.0,507.40625,0 days 00:00:01.093011
iforest,scenario_B,front-end,1000,front-end_energy,2024-08-16 11:20:43.462647,2024-08-16 11:20:44.559360,0.0,508.3046875,0 days 00:00:01.096713
knn,scenario_B,front-end,1000,front-end_energy,2024-08-16 11:20:44.825784,2024-08-16 11:20:45.980953,0.0,507.203125,0 days 00:00:01.155169
lof,scenario_B,front-end,1000,front-end_energy,2024-08-16 11:20:46.131275,2024-08-16 11:20:47.264898,1.5,507.48046875,0 days 00:00:01.133623
svm,scenario_B,front-end,1000,front-end_energy,2024-08-16 11:20:47.681521,2024-08-16 11:20:49.479499,0.0,507.33203125,0 days 00:00:01.797978
BIRCH,scenario_B,front-end,1000,orders_energy,2024-08-16 11:20:49.484922,2024-08-16 11:20:50.506385,0.0,507.33203125,0 days 00:00:01.021463
iforest,scenario_B,front-end,1000,orders_energy,2024-08-16 11:20:50.893066,2024-08-16 11:20:52.068840,0.0,508.73828125,0 days 00:00:01.175774
knn,scenario_B,front-end,1000,orders_energy,2024-08-16 11:20:52.534419,2024-08-16 11:20:53.702312,1.5,507.7265625,0 days 00:00:01.167893
lof,scenario_B,front-end,1000,orders_energy,2024-08-16 11:20:54.220883,2024-08-16 11:20:55.318231,0.0,508.00390625,0 days 00:00:01.097348
svm,scenario_B,front-end,1000,orders_energy,2024-08-16 11:20:55.643505,2024-08-16 11:20:56.950161,1.6,507.73046875,0 days 00:00:01.306656
BIRCH,scenario_B,front-end,1000,orders-db_energy,2024-08-16 11:20:56.950161,2024-08-16 11:20:58.017658,0.0,507.73046875,0 days 00:00:01.067497
iforest,scenario_B,front-end,1000,orders-db_energy,2024-08-16 11:20:58.250909,2024-08-16 11:20:59.346866,0.0,508.640625,0 days 00:00:01.095957
knn,scenario_B,front-end,1000,orders-db_energy,2024-08-16 11:20:59.515878,2024-08-16 11:21:00.874549,1.6,507.453125,0 days 00:00:01.358671
lof,scenario_B,front-end,1000,orders-db_energy,2024-08-16 11:21:01.176847,2024-08-16 11:21:02.258174,0.0,507.73046875,0 days 00:00:01.081327
svm,scenario_B,front-end,1000,orders-db_energy,2024-08-16 11:21:02.427180,2024-08-16 11:21:03.959109,0.0,507.23828125,0 days 00:00:01.531929
BIRCH,scenario_B,front-end,1000,payment_energy,2024-08-16 11:21:03.959109,2024-08-16 11:21:04.996065,1.6,507.23828125,0 days 00:00:01.036956
iforest,scenario_B,front-end,1000,payment_energy,2024-08-16 11:21:05.342445,2024-08-16 11:21:06.476385,0.0,508.56640625,0 days 00:00:01.133940
knn,scenario_B,front-end,1000,payment_energy,2024-08-16 11:21:06.889389,2024-08-16 11:21:08.039283,0.0,507.1328125,0 days 00:00:01.149894
lof,scenario_B,front-end,1000,payment_energy,2024-08-16 11:21:08.215058,2024-08-16 11:21:09.312629,0.0,507.41015625,0 days 00:00:01.097571
svm,scenario_B,front-end,1000,payment_energy,2024-08-16 11:21:09.624339,2024-08-16 11:21:11.009910,0.0,507.1328125,0 days 00:00:01.385571
BIRCH,scenario_B,front-end,1000,queue-master_energy,2024-08-16 11:21:11.009910,2024-08-16 11:21:12.039673,0.0,507.1328125,0 days 00:00:01.029763
iforest,scenario_B,front-end,1000,queue-master_energy,2024-08-16 11:21:12.234696,2024-08-16 11:21:13.314942,0.0,508.15234375,0 days 00:00:01.080246
knn,scenario_B,front-end,1000,queue-master_energy,2024-08-16 11:21:13.663343,2024-08-16 11:21:14.801974,0.0,507.375,0 days 00:00:01.138631
lof,scenario_B,front-end,1000,queue-master_energy,2024-08-16 11:21:14.998616,2024-08-16 11:21:16.066620,0.0,507.65234375,0 days 00:00:01.068004
svm,scenario_B,front-end,1000,queue-master_energy,2024-08-16 11:21:16.385447,2024-08-16 11:21:17.714063,0.0,507.25390625,0 days 00:00:01.328616
BIRCH,scenario_B,front-end,1000,rabbitmq_energy,2024-08-16 11:21:17.714063,2024-08-16 11:21:18.761270,0.0,507.25390625,0 days 00:00:01.047207
iforest,scenario_B,front-end,1000,rabbitmq_energy,2024-08-16 11:21:18.964747,2024-08-16 11:21:20.075997,0.0,509.109375,0 days 00:00:01.111250
knn,scenario_B,front-end,1000,rabbitmq_energy,2024-08-16 11:21:20.344560,2024-08-16 11:21:21.552045,0.0,507.62890625,0 days 00:00:01.207485
lof,scenario_B,front-end,1000,rabbitmq_energy,2024-08-16 11:21:21.984437,2024-08-16 11:21:23.053901,0.0,507.90625,0 days 00:00:01.069464
svm,scenario_B,front-end,1000,rabbitmq_energy,2024-08-16 11:21:23.235520,2024-08-16 11:21:24.894881,0.0,507.62890625,0 days 00:00:01.659361
BIRCH,scenario_B,front-end,1000,shipping_energy,2024-08-16 11:21:24.894881,2024-08-16 11:21:25.928436,0.0,507.62890625,0 days 00:00:01.033555
iforest,scenario_B,front-end,1000,shipping_energy,2024-08-16 11:21:26.189174,2024-08-16 11:21:27.338175,1.6,508.63671875,0 days 00:00:01.149001
knn,scenario_B,front-end,1000,shipping_energy,2024-08-16 11:21:27.923599,2024-08-16 11:21:29.203784,0.0,507.515625,0 days 00:00:01.280185
lof,scenario_B,front-end,1000,shipping_energy,2024-08-16 11:21:29.632378,2024-08-16 11:21:30.712518,0.0,507.79296875,0 days 00:00:01.080140
svm,scenario_B,front-end,1000,shipping_energy,2024-08-16 11:21:30.885145,2024-08-16 11:21:32.202524,0.0,507.515625,0 days 00:00:01.317379
BIRCH,scenario_B,front-end,1000,user_energy,2024-08-16 11:21:32.202524,2024-08-16 11:21:33.298329,0.0,507.515625,0 days 00:00:01.095805
iforest,scenario_B,front-end,1000,user_energy,2024-08-16 11:21:33.717948,2024-08-16 11:21:34.817296,0.0,508.85546875,0 days 00:00:01.099348
knn,scenario_B,front-end,1000,user_energy,2024-08-16 11:21:34.999736,2024-08-16 11:21:36.314850,0.0,507.3515625,0 days 00:00:01.315114
lof,scenario_B,front-end,1000,user_energy,2024-08-16 11:21:36.595758,2024-08-16 11:21:37.677539,0.0,507.62890625,0 days 00:00:01.081781
svm,scenario_B,front-end,1000,user_energy,2024-08-16 11:21:37.841991,2024-08-16 11:21:39.496403,0.0,507.3515625,0 days 00:00:01.654412
BIRCH,scenario_B,front-end,1000,user-db_energy,2024-08-16 11:21:39.496403,2024-08-16 11:21:40.542838,0.0,507.375,0 days 00:00:01.046435
iforest,scenario_B,front-end,1000,user-db_energy,2024-08-16 11:21:40.832092,2024-08-16 11:21:41.940517,0.0,508.8203125,0 days 00:00:01.108425
